job_title,role_category,open_roles,top_locations,experience_level,work_mode,skills,job_links
Senior Product Owner,Product,1,Chester,Senior,On-site,"['Roadmapping', 'Stakeholder Management']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5553811610?se=wsjwwsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=A2AC9C6755277C2F6696040D5FF28A57C5E771B5""}]"
"Senior Product Owner, Certifications",Product,1,London,Mid,Remote,"['Roadmapping', 'Stakeholder Management']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5590671282?se=wsjwwsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=B86D89D726B1B023BCC11B7E6B24DEFEC1980488""}]"
Senior Project Accountant,Finance,7,"Langley, West Stoke, Portsmouth",Senior,Hybrid,['C++'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608120761?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=504D9D05F6BA043200B4BC48F8F986CD6377082B""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608120759?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=045CD8C60FAA23D490C10EEBECDB75D929A0018A""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608120758?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=EC7EF17D79CCC273D9C5E8193418E72B0001AC31""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608120760?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=A5BA51BAF13981647EF313C9F98EE1174868460F""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608120778?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=ED8212B3DDF1EFB07D435E897EBEE9FFB98D302A""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608120763?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=861240C0A5511DEB652425C85821FF8270DCE820""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608120762?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=FB6AD1E2595766BDA9E9F698A73F9F65E0F69CFB""}]"
Senior Project Manager (Construction Consultancy),Business,1,Winchester,Senior,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5546804129?se=Gt8nyMgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=CFDB05F556A460F696215AC2AEC68BEE443F0AA0""}]"
Senior Project Manager - Human Resources,HR,1,Essex,Senior,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5603281361?utm_medium=api&utm_source=026f28a2""}]"
"Senior Regulatory Affairs Executive, Lifecycle Management & Post-Marketing Compliance",Healthcare,1,Weston,Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5572170076?utm_medium=api&utm_source=026f28a2""}]"
Senior Regulatory Business Analyst,Business,1,London,Senior,Hybrid,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5603215254?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=281E59B7E07452FBA37A8A8557292E272E5D7ED8""}]"
Senior Research Data Scientist,Data,1,London,Senior,On-site,"['Data Analysis', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5513743926?se=1rQzvMgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=F3B4A2639452C02957A307FBE89F1F10F34F5FFD""}]"
Senior Software Engineer,Engineering,13,"South East London, East Knighton, Filton",Senior,On-site,"['Azure', 'C++', 'Data Analysis', 'Java', 'Problem Solving', 'Python', 'SQL', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5605673937?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=6E031636F7B96FBFA67FCA2356EFD188E1EC5083""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593838635?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=DCB734C623B0C2D3ED6A5C6B891A8598F71E7809""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5567770994?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=3EBB7266AAF4373261806D970F22DBF83E575B67""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5600058508?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=77FF175F183D540881C4E1ECCEB3A80F67512534""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5607334839?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=C3D8C90C1E300CE95E693998660304D4DAD3AC23""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5611129625?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=21D066F7C05EE51E881C2E3729998FBD2B61D6C1""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606108882?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=CA821E64BF81C150CF757EB09A8A5A40E5A0E2F4""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5575328776?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=DC474173882277A5CBC3A0C24A01709BDEE9B46C""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587702947?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=92CB3650DC139E0113DCE92377BE6D3B8C79A657""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5605784858?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=F18E89B4311F3D372A673B97BEBD9C0CFF4BE2FF""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5581661215?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=80110185135C108605E99649E2B0811A34C4CA1C""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5592014019?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=DC6E8C43AB9F61A71D24AC649585E41965F783FF""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5604824159?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=6781CBB830F555DB7CFD210ABE838F1F804A594A""}]"
Senior Staff Nurse - Oncology/ Sact,Healthcare,7,"Bocking, Nine Ashes, Barnston",Senior,On-site,['C++'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5572582896?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=9DF0403726D5147FCDB0888AA8AE253FFCCCEE2E""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5572582885?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=FBA78009C03800276F55E83FB24E4AAC11CA3D55""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5572582878?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=6CD21C549CC2B9670412496B302585C8361C06C4""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5572582891?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=CEF3648D75CE62246CF2ED70C3FE189E910BC07D""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5572582867?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=BBD3A2C898C2715CD39FD458952D87154C1779DD""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5572582877?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=98EA87B278371011A62D412C12112F9DCB09432D""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5572582894?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=B5452868CC9A1949116CB7E422D2E58EC0C98F0E""}]"
Senior Staff Nurse - Wards,Healthcare,7,"Bodicote, Mytchett, Lenborough",Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5401738036?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=0B65FE7AB586B0611FA41DF7688C81C99C31C7D9""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5401738035?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=28574A8AA4E574AF7BDAD9B1EC46BFE90435465F""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5401738043?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=AEA0DEB224A538FFF0015FC97D6CA6656918717E""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5401738042?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=36D2D0CD8E13558C2EECA5718061B328C82F0DCB""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5401738034?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=407A5DD817B33A3F2CC4E1B87EE68A57CBEFA9C2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5401738039?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=D17FF5EB2A6C4BDBFA56F2F9BB6FCD045BAFC531""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5401738037?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=681D6CC003CC577D95D644706AAD5E79D157F7A8""}]"
Senior Staff Nurse – Oncology/Sact,Healthcare,7,"Oaklands, Leavesden, Trimms Green",Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5551821976?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=E9F88811DDED2B6A406408D648D50C28B164A9B4""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5551821972?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=9504722B2B6ED55F5D2B90EDC393D0A8EDE8E873""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5551821981?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=41BE8748ACD2E28AFC5C3393E8A949860C69DB65""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5551821984?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=91833DA9E4DC9B8668C4E9B4FBCE42C9D9B4D6B6""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5551821987?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=B4E8527C48CB5BB0CC9B422BFAD9976AC2963633""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5551821975?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=26585AD68550D4374D8530A66EDD2A85DE9AA39F""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5551821986?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=D0E5FA778C4FB5F21E643B2BDCE29F0930464000""}]"
Senior Staff Software Engineer,Engineering,1,Northway,Senior,Hybrid,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5603018415?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=6D8D80B788DEF2FCE10170AD54406175D25B331A""}]"
Senior Statistical Programmer,Healthcare,1,UK,Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5256224722?utm_medium=api&utm_source=026f28a2""}]"
Senior Test Data & Analytics Specialist,Data,1,Warwick,Senior,Hybrid,"['Data Analysis', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5597198958?se=3GmBvcgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=F73BC0FD30F34649572960797304BF233EE1200B""}]"
Senior Ux Designer,Design,17,"Thorpe, St. Augustines, Cambridge",Senior,On-site,"['UI', 'UX']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608131048?se=bhIX48gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=0B16CF95014A315F4E846EDDB43A21B2FE5EFF3D""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5575639795?se=bhIX48gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=16FD7E592D714C18134D3FD07001C26932688EA8""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5533445774?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5595574127?se=Hth35MgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=7F8EC76A636E59D31A6CC6B4D8ED0DBCEBB59F11""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587650793?se=Hth35MgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=EDE13CCBC83BB0D52DE6ECAF6CBF5E9CFC97A70C""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5574628856?se=Hth35MgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=E2D6B6873C73813171AC1757B774E4B3A923E7E0""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5602336112?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5597294957?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5589386859?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/4802524586?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5540934778?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5597898166?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5597898168?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5428957865?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5429913696?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5580121021?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5585926219?utm_medium=api&utm_source=026f28a2""}]"
Senior Ux Designer - Contract,Design,1,Belfast,Senior,On-site,"['UI', 'UX']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5602754512?se=bhIX48gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=59C83BE19DEB55A5819A69D140BC9204320B9059""}]"
Senior/Executive Director Of Clinical Business Development (Big Pharma Accounts),Healthcare,1,Cambridge,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5598246368?utm_medium=api&utm_source=026f28a2""}]"
Senior/Principal Platform Systems Mechanical Engineer,Engineering,8,"Heysham, Far Arnside, The Hill",Senior,On-site,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486914?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=F38A2EF4650B0709D7F5F714002D3290EE12FB99""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486915?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=C521791453F8BD4C23A10AD47D5B919EB50E9D1B""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486930?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=A734F027CB00A32192B5FC34141CE55D028CE044""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486929?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=FA8270F2CAAB10B4CEDEEB528C98ED2DDCAE934F""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486913?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=F7612133FB6C9738F486F9178080CD3D980BB4B8""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486916?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=186C91A66A5AD2642DE689A8B464E67BD9738FC5""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486920?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=221983852C57C9BF9DB4356D5FD2104F9D13FACD""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486925?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=602F26DF0687A900AFE10AEBC8FE790CDE2F1642""}]"
Service Manager,HR,1,Sutton,Senior,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5600130726?se=FlK16cgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=9E9C64438B12AFDC76707456B0D3458C035A2246""}]"
Sheq Consultant,Business,1,Bradwell Common,Mid,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5607343850?se=5oxhycgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=DB82E1D994B1F0B7E916D8FA4DB9DDCF41FCB224""}]"
Site Lead (Pharma),Healthcare,1,Newry,Senior,On-site,['C++'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5602754291?se=bhvh3cgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=DEC76AB62AC9CAACC29FB1C72839B43BC0687D17""}]"
Social Media And Marketing Manager,Marketing,1,UK,Senior,On-site,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601948077?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=926B89432D3C9EDF63945012680423DEDAB8EF4A""}]"
Social Media Marketing Manager,Marketing,1,North West England,Senior,On-site,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5579262066?se=1uV2z8gA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=E3CD5E14866F2B96075565A9DCD792F87F0F3587""}]"
