job_title,role_category,open_roles,top_locations,experience_level,work_mode,skills,job_links
Software Engineer,Engineering,28,"Normanton, Bristol, Hoole",Senior,On-site,"['C++', 'Java', 'Node.js', 'Problem Solving', 'Python', 'React', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5605929366?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=4ECB05E9AFDD8CEA8736D90065BFBD5730FF9E67""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5589109958?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=923C4622122BB9CD70F8B52B5F4651071CB0F693""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593863389?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=3E24BFFE54FABC4094DBDFA84AA2B82BB47BB779""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5590275043?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=3A01B9E3705B4405603441520C81958D4312439B""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5578938269?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=E185C7668A813F42067DD6897B08CDF602565252""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5596782799?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=409704C32115435387F65118E77D920FDD455B34""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606835678?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=037A717B807C9497D78D8B4F2704D73805DC3B4D""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5583435063?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=F34E2ACFCECE01D9ED1A428E9B4827DFA1313E8C""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5588537964?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=0DE99B06018EC327CCED0D8D1670BD8D09AB3B72""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5588537965?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=7526C4B5B59CEA787214BAA2B5B750F567DCC4F3""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5588537953?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=EE56656CC415673E6E8E284C1E0C03F0E16B4DCB""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5588537956?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=08F8DBB1AC867A7DDE9E706A0AB1C3F74790018E""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5583933173?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=233361BB7A2163B685497747887C2DFC31C8D1BB""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5583933150?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=4E33912F33CC41161A04E9CE087CCD1D5CB1C9C0""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5572559484?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=89BC418F610EE8F48679FF6C2026097C6C79B456""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5583475615?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=A725C977F5D5FAB8F2A3B372AEF077820F92C8AC""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5602791978?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=45C4B63821C540765A77311E9AC1B45A9AC2DFEB""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5568294350?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=B91419547205485DA5C1BD71DBABADD01DF10DF2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5610466489?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=5BED6A6696C9CD51DF425A9E782FC1FE14725978""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5578947903?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=83FA4F17EA4F563E064F3594BC50C2F556580141""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587071939?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=7F0241B4F06ADE77E8FE7C6814F26A773CC24B68""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570832598?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=4B32D5BB83AB2BA52771ABAA764F2CF8691DC25E""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5592173135?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=DF126AF42FD6278138B1434D1DE42B17EED8E061""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606836007?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=D8BBAACD42F02DA92865B7FE0A642E1CA49833BE""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5607335335?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=981685D964C9B3DD5DD2AF3E2CE458CAA6BE227A""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5585754143?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=D436886B174F7155A721B56D1116C2C66BB30210""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5582654058?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=51B0AB535519F9D4E7658FB41EA31D4D80FF3FC3""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606250468?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=7C2472E937CE611476905E3669F1803EAB5B6343""}]"
Software Engineer (Doc1),Engineering,1,Old Fletton,Mid,Hybrid,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5604678862?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=FA59CA4EE26CDCEF9ED0C576FD144D83291683E9""}]"
Software Engineer (Typescript),Engineering,1,Belfast,Mid,On-site,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601498976?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=D17771B1CB1A7A821FA36EF2E25C4835B896FE7B""}]"
Software Engineer - Ai,Engineering,1,Belfast,Senior,Hybrid,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5569384722?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=106EDD69BA75870B81F2D1ECDEFB86E67A685941""}]"
Software Engineer - Dv Cleared,Engineering,1,Gloucester,Mid,On-site,['AWS'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5607343072?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=7B9E2CF78A0BD48981B17A415407883C55CBB122""}]"
Software Engineer .Net,Engineering,1,Peterborough,Mid,Hybrid,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5611107078?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=841C13EEB8FACFAA4B334FEC86FAA4E021B13C0D""}]"
Software Engineer Doc1,Engineering,1,Peterborough,Mid,Hybrid,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601325694?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=8116227FA321D6ABE2F5F58820693DCA64F1A634""}]"
Software Engineer Full Stack,Engineering,1,UK,Mid,Hybrid,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5596972899?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=96A8D8A29A7045B65D28081F0B9E366AC1510374""}]"
Software Engineer Rtp,Engineering,1,Manchester,Mid,On-site,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5581096307?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=0DD8F761FAE5924E00009C9FA0D082A9FDDCC484""}]"
Software Engineering Lead,Engineering,1,Chesterton,Senior,Remote,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5602457516?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=585587630C73A700B2890FD6A2C53BF509156F9B""}]"
Software Engineering Manager,Engineering,3,"Belfast, Edinburgh City Centre",Senior,On-site,"['Java', 'Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5583433191?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=FAEC79B1A8B297874CC20A335114EDF7AE79A180""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5575328767?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=7E3D36655C454653799442D35AF3F7C8A5F1586A""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5604678830?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=355B83D7EC52B5518B17BD336E27CB7151BF4790""}]"
Software Engineering Team Lead,Engineering,1,Belfast,Senior,On-site,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5569656120?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=FD20A2BA2660ECA201734AB0DD34F043FAD79AF8""}]"
Solution Engineer - Pharma,Healthcare,1,UK,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5210482941?utm_medium=api&utm_source=026f28a2""}]"
Solutions Consultant,Business,1,East Malling,Mid,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5603388268?se=5oxhycgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=F0D6EED17F3A324F3451753FBC22FD98177B8154""}]"
"Spatial Ai & Ml Data Scientist (Arcgis, Python)",Data,1,North West England,Mid,Remote,"['AWS', 'Azure', 'Machine Learning', 'Python']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5571249782?se=1rQzvMgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=C31C4A8D19E23D36F026FA11F3187F4923E879DD""}]"
Speculative Introductions,HR,1,London,Senior,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/4857678829?utm_medium=api&utm_source=026f28a2""}]"
Sponsorship Operations Manager,Business,1,Milton Keynes,Mid,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608589141?se=tmvAysgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=720CB0DBF2199AC90EC5231B30392D802C64FB89""}]"
Sports Data Scientist,Data,2,"London, The City",Senior,On-site,"['Data Analysis', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570968664?se=1rQzvMgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=C6E85086F5EF439A706C23441953D8A6BCAA2B1F""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5571040059?se=1rQzvMgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=1359959230AA7CEE9097C3FABB11F36FCEFCAF24""}]"
Sr Cra - Oncology Experience Preferable,Healthcare,1,UK,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5604025652?utm_medium=api&utm_source=026f28a2""}]"
"Sr Sales Development Rep, Pharma",Healthcare,2,UK,Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5539534540?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5540271361?utm_medium=api&utm_source=026f28a2""}]"
Sr. Clinical Research Associate,Healthcare,1,Reading,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5572984136?utm_medium=api&utm_source=026f28a2""}]"
Sr. Ux Designer,Design,1,UK,Mid,On-site,"['UI', 'UX']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5210482874?utm_medium=api&utm_source=026f28a2""}]"
Staff Nurse - Outpatient / Pre-Assessment,Healthcare,6,"Heeley, Featherstone, Sandtoft",Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431237?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=3183629C2F9A956BC030F9D5BDEC4175B0F4EDB0""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431249?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=572A7C9EC10FF527A218347A67AD47DBC2310506""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431244?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=4FF6E83B4E237F6F475D7C78D5BB2A30E57F2358""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431255?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=C5D320AA5395818C7829CBD1505C72370D331F46""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431257?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=2E2F2F02EBCFC6A757B6E40DF7E7B64EBBCDA6A6""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431236?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=402C5EE1F4FA1BC6B75EC0FB6F055112BD2AE660""}]"
Staff Nurse - Outpatients,Healthcare,6,"Dragonby, Low Stubbin, Sandtoft",Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431254?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=5C638692F278A0A52DB992C8FAB6EF19CAD99CAC""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431258?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=895CDE7B54DF976D97F708A7E2F7532DC0176DB7""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431243?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=646864737B80F7C1DB6B8B4E8241FCE0695056C0""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431259?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=22393E90050A258B41BACBD15EDB6098F27F2EC6""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431248?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=4F29ECCB7F2D13C7796D87DC85E8728D527979E3""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431247?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=119D420632D1B917B8BCF9A7334CEE9244033E45""}]"
Staff Nurse - Pre Assessment,Healthcare,1,Walham,Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608009217?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=4B72605F451D51703B4552F4577D1AE9612807D1""}]"
Staff Nurse - Radiology,Healthcare,7,"Barnston, Fryerning, Bocking",Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5580602443?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=48BA619EC60DD4B3008A2FE94C1FBCF77213C5C6""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5580602467?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=92F7EFBF00D25EDB1DE5185B4E6CBA2B02409A09""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5580602451?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=FCA058573BF9A94484FFF3E993F311327339A772""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5580602478?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=25235284E93F92D4770177F51E8FD51694073422""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5580602466?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=DEC81D94ABE1B1F6B41EC36837882FCF0BF234FD""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5580602442?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=9C27BE4CFBCE50B663413406C20205F74F315468""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5580602477?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=41E8D77D11FBAE504B824A5C5FAC39D7BC6753BC""}]"
Staff Nurse - Ward,Healthcare,3,"Ashtead, Colchester, Ferncliffe",Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5597110442?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=7669A4FC573D386A7BD8AEF7A15512B062187205""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5597110441?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=249CFB3E6B681853C9EF8ADFC0B8AF4CBDCF3260""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608009228?se=zh-C2MgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=F7DCA8B3811B35D85EF80729D6112F8D7C6DB2F7""}]"
Staff Nurse - Ward And Day Unit,Healthcare,1,York,Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570431331?se=zo7f2cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=E1D71C821886173B2D56932852A7B2C0FFFE40A2""}]"
Staff Product Manager (Corporate Solution Delivery),Product,1,Leavesden,Mid,On-site,"['Roadmapping', 'Stakeholder Management']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601948064?se=JAWkwcgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=64A79AE3599E270CDF0927A4FAB55DB5966451B3""}]"
Staff Software Engineer,Engineering,2,Belfast,Senior,Hybrid,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5602754542?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=D9BA6250A7E770D2673318E922C0F126A86A72B6""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5598273584?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=2A45E98D8823B6DACCF887D1582D44B86305B36D""}]"
"Statistical Science Lead, Director",Healthcare,1,UK,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5529217027?utm_medium=api&utm_source=026f28a2""}]"
Statistical Scientist Lead,Healthcare,1,UK,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5587657611?utm_medium=api&utm_source=026f28a2""}]"
Store Manager,HR,2,"The City, London",Mid,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5604105453?se=FlK16cgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=E3A3F59FAE4BA54C42938FBDAE2CBFE853540933""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5604104256?se=FlK16cgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=0508136BCB53075E8D7140961493D51D62FB0C56""}]"
Structured Finance Credit Analyst,Finance,1,London,Mid,On-site,"['Accounting', 'Reporting']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5592799007?se=xuEt18gA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=20EDE8C9D33F3FEF204715D25C71B0550280F08A""}]"
Supply Chain Data Analyst,Data,1,Lostock Gralam,Mid,On-site,"['Data Analysis', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608510459?se=5FtQuMgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=842329260C8869DC73811004CACAB0D41C63323B""}]"
System Design Authority – Engineering System,Design,5,"Blackpool Airport, Lytham, Padiham",Senior,Hybrid,"['UI', 'UX']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608009018?se=7BXT4cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=231A39C48BE5C810CAC25CCF591A566BCB902EB1""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608009023?se=7BXT4cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=D75B4E2669287DF488C2A3008921E16607259008""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608009022?se=7BXT4cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=BE001E088BC548D86FF8F1BCE23380DA484AE18B""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608009020?se=7BXT4cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=57AE80CC3489212018327DD55E6C775D579E62CD""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608009016?se=7BXT4cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=C53A88B5F990609CEF8740001ADB18490821DA2B""}]"
Systems Administrator (Based In Hr),HR,1,Little Grimsby,Mid,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5502598946?se=ynHH5cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=490FB6ACC13E935C3030A763C8EF58FAC248C81A""}]"
Systems Consultant,Business,1,London,Senior,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5549283504?se=Gt8nyMgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=0FAD5C95D00CAC247A49EAD69C5E4C2E13E51253""}]"
Tax Operations Manager,Business,1,Edinburgh,Mid,Hybrid,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5592314992?se=tmvAysgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=7FCFB8E68772391FD441B30272CEC29B13CE7C72""}]"
Teaching Fellow,HR,1,Belgrave,Mid,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5594065644?utm_medium=api&utm_source=026f28a2""}]"
Technical Author,Healthcare,1,Pershore,Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5572722405?se=jBIq38gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=87808F648A86BD944420CDA8ABB6240F32BDD201""}]"
